Drug,Y
CC(C)NCC(O)COc1ccccc1-n1cccc1,0.180262242
CC(C)(C)c1ccc(cc1)-c1nc2ccccc2[nH]1,0.19897279
OC(COc1ccccc1-c1ccccc1)CC(=N)N1CCCCC1,0.241805819
CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1,-0.478480185
Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1,0.492910021
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F,-0.574375137
Cc1c(noc1-c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,0.136271706
Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1,0.421201905
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,-0.4365006
O=C(NNc1ccccc1)c1ccncc1,0.440553833
CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,0.277080655
OC(C1CCN(CCc2ccccc2)CC1)c1ccccc1,-0.193815843
CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2,0.068731293
CC1CCN=C(N)S1,-0.277756679
CC(C)Oc1cccc(c1)-n1c(CCc2c[nH]c3ccc(Br)cc23)nc2ccccc2c1=O,-0.295284216
CN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1,-0.251435667
Clc1ccc(CC(=O)N2CCCCC2CN2CCCC2)cc1Cl,-0.183337926
CCCCCCCC\C=C/CCCCCCCC(N)=O,0.598111218
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1,0.04257513
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.821156194
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,-0.189645102
OS(=O)(=O)CCSSCCS(O)(=O)=O,0.005151602
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C,-0.074843784
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,0.148875639
COc1cc(c(Cl)cc1Cl)-n1c(=S)[nH]c2ccccc2c1=O,0.104720618
CCCCCOC(=O)Nc1nc(=O)n(cc1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,-0.186845866
Brc1ccc2[nH]c-3c(CC(=O)Nc4cccnc-34)c2c1,-0.31567796
Nc1nc(OCc2ccccc2)c2[nH]cnc2n1,0.533922043
O=C(Nc1cc2cc[nH]c2cn1)c1ccccc1,0.053174038
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.82830473
FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(n1)\C=C/C(=O)N1CC(F)(F)C1,-0.540255894
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,-1.370351025
CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCC1)C(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1,0.051028345
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,0.156463374
CN1CCC(CC1)NC(=O)c1cc(on1)-c1c(O)cc(O)cc1Oc1ccc(cc1)[N+]([O-])=O,-0.724428355
COC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCSc1ccccc1,0.088771952
CN(C)C(=O)Nc1cccc(c1)-c1ccc(cc1)N(C)C,-0.196845042
CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,-0.041529844
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,-0.285417197
CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccccc1)C(F)(F)F,0.221655779
C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1,0.641057145
CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,0.654820384
Clc1cccc(SC2CCNCC2)n1,0.137308131
C(Oc1ccccc1C1CC1)C1=NCCN1,0.003040915
Oc1c(C(=O)C2CC2)c(=O)[nH]c2cc(Cl)ccc12,0.523317017
Clc1cccc2CN(Cc12)C1=NCCN1,0.72227962
CCCN(CCC)C1CCc2ccc(O)cc2C1,0.222990367
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O,0.057272489
Cc1ccc2n3CCNC4CCCc(c34)c2c1,-0.139281726
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,0.526135697
C1CN=C(N1)c1ccc2ccccc2n1,0.203965415
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,-0.321710711
C1CN=C(N1)c1cnc2ccccc2n1,0.36370728
COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1,0.547637303
COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1,0.075665165
CC(C)SC(N)=N,-0.038872499
NC(=N)SCCc1c[nH]cn1,0.297055
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)\C(C[C@@]35O)=C\c1ccccc1,1.12862414
[O-][N+](=O)c1cccc2c(Br)n[nH]c12,0.111602919
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,-0.080340988
CC(NC(=O)CCc1nc(=O)c2ccccc2[nH]1)c1ccccc1,0.318309928
NC1=NCC2N1c1ccccc1Cc1ccccc21,0.318254153
C[C@@H](CN1CCC(CC1)n1c2ccc(Cl)cc2[nH]c1=O)NC(=O)c1ccc2ccccc2c1,0.46304213
NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1,0.205097291
O[C@@H]1[C@@H](CCl)O[C@H]([C@@H]1O)n1cnc2c(NC3CC4CCC3C4)ncnc12,0.586707746
Cc1c(ccc(C#N)c1Cl)N1C(=O)[C@@H]2[C@H](O)CCN2C1=O,0.879206588
CC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c1cc2OCOc2cc1Br,0.420004283
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,-0.38434489
Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21,0.20978304
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.342906836
Oc1ccc(cc1)-c1oc2cc(O)cc(O)c2c(=O)c1O,-0.140808095
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.104991588
CC[C@H](CO)Nc1nc(NCc2ccc(cc2)-c2ccccn2)c2ncn(C(C)C)c2n1,-1.612002996
OC(=O)Cn1nnc(n1)-c1cc(no1)N1CCC(CC1)Oc1cc(F)ccc1Br,0.54098334
Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1,-2.611205207
Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,-0.23466406
CC[C@H](CO)Nc1nc(Nc2cccc(c2)-c2ccccn2)c2ncn(C(C)C)c2n1,-0.392851549
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,-0.243758586
CCOc1cc(cc(OCC)c1OCC)C(=O)Nc1ccc(Cl)c(c1)-c1nc2ccccc2[nH]1,0.227428521
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,-0.949262096
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,-0.22755035
CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(O)=O)C(O)=O,0.00907535
OCC1OC(O)C(F)C(O)C1O,0.444857768
CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1,0.09972969
ONC(=O)CCCCCCC(=O)Nc1cccnc1,-0.357695102
CCOc1ccc2[nH]c(SCCN3CCOCC3)nc2c1,0.423954816
CC(=O)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,-0.268087336
ONC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0.356248658
CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,0.021962289
CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1,0.559455295
O[C@H]1Cc2c(O)cc(O)c([C@@H]3[C@@H](O)[C@H](Oc4cc(O)cc(O)c34)c3ccc(O)c(O)c3)c2O[C@@H]1c1ccc(O)c(O)c1,-0.142567501
[O-][N+](=O)c1cncn1CCN1CCOCC1,-0.05004743
CCCN1CCC[C@@H](C1)c1cccc(O)c1,-0.22016243
CN(C)CCN1C(=O)c2cccc3cc(NC(N)=O)cc(C1=O)c23,-0.622905322
CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[n+]3cccc4CCCc34)=C(N2C1=O)C(O)=O)c1csc(N)n1,0.25642473
CN1C\C=C\CCOc2cccc(c2)-c2ccnc(Nc3cccc(C1)c3)n2,-0.431515225
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1,-0.375372145
CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc(c2)[C@@H](CCc2ccc(OC)c(OC)c2)OC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC)c2cc(OC)c(OC)c(OC)c2)c1)c1cc(OC)c(OC)c(OC)c1,0.329006589
CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O,0.589318298
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,0.582817318
COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1,-0.639189651
Fc1cn([C@H]2CCCO2)c(=O)[nH]c1=O,-0.190456182
CN(C)C(=O)C(=O)c1cn(C)c2cc(Cl)c(cc12)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,0.197392669
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,-0.090924957
COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,0.201273038
CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O,-1.232974413
COC(=O)[C@H](Cc1ccc(cc1)[N+]([O-])=O)NC(=O)c1cccc2ccccc12,0.65860203
OC(=O)Cc1ccc(cc1)-c1ccccc1,0.732663787
O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1,0.158446854
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,0.389380857
Nc1nc2c(ccc3ccccc23)s1,0.179149837
CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,0.524109954
CC(C)n1c2ccccc2c2c(C)c(NC(=O)N3CCOCC3)ccc12,0.071657397
COc1ccc(cc1OC)\C=C\C(=O)CC(=O)\C=C\c1ccc(OC)c(OC)c1,0.302885428
Brc1cc2OCOc2cc1[C@H]1Nc2ccccc2[C@H]2C=CC[C@@H]12.Brc1cc2OCOc2cc1[C@@H]1Nc2ccccc2[C@@H]2C=CC[C@H]12,-0.331788767
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,0.13889493
Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1,0.306851523
Fc1ccccc1-c1nc2ccn(Cc3ccc(nn3)-c3ccc(cc3C(F)(F)F)C(F)(F)F)cc2n1,-0.01448104
Clc1ccc(cc1)-c1nc2sccn2c1\C=N\OCc1ccc(Cl)c(Cl)c1,-0.705702212
CCC(=O)NS(=O)(=O)c1ccc(cc1)-c1c(C)onc1-c1ccccc1,1.054056438
COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,-0.521957818
CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c1ccccc1)c1cc(F)ccc1F,-1.033126728
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,-0.216821883
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(O)=O)c1,1.317133391
CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C,0.265372242
NC(=O)CN1C[C@H](O)CC1=O,-0.142315048
CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c1,0.379101152
CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(O)=O,0.489342244
CCCCCCCCCCCCc1ccc(cc1)S(=O)(=O)Nc1nncs1,0.218545331
CCOC(=O)[C@@H](N)Cc1ccc(cc1)-c1cc(O[C@H](c2ccc(Cl)cc2-n2ccc(C)n2)C(F)(F)F)nc(N)n1,-0.211212843
C[C@H]1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)C[C@@H](C)O1,0.956441912
CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,0.85785814
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,-0.470152887
C[C@H]1CCC\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,0.478958621
CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,0.1159206
Clc1ccc(cc1)N1CC(=NC1=O)N1CCOCC1,-0.266191148
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,0.54179363
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,-0.00678383
CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)cc1,-0.339473181
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,0.187378033
NC(=O)c1noc(n1)[C@H](CCCC1CCCCC1)CC(=O)NO,0.604957119
Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1,-0.134231115
CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,0.586424021
FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,0.356473635
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-0.351377496
O=C(N1CCCCC1)c1ccc2nccnc2c1,0.247399423
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,0.07797621
Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,0.747786762
Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,0.785053868
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.110679217
FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,0.405316207
COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1,0.017808918
CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1SCc1ccc(F)cc1,0.835699324
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.67315566
COc1cc2CC[C@H](NC(C)=O)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC,0.223860877
OC[C@H]1OC(C[C@H]1O)n1cc(F)c(=O)[nH]c1=O,0.048582715
Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,-0.34684099
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0.134393294
OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1,-0.462681399
CC[C@H](C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O,0.19336383
CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Sc3cccc(NC(=O)C=C)c3)n2)cc1,0.121220432
COc1cnc(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)c2cc(Cl)ccc12,-0.504246817
Cc1nc(N)sc1-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,-0.82390125
CC(C)NCC(O)c1ccc2ccccc2c1,0.862771371
Oc1nc(nc2CCSCc12)-c1ccc(cc1)C(F)(F)F,0.621899479
CC(C)NC[C@H](O)COc1cccc2ccccc12,-0.09961282
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1,-1.142479073
CC(C)NC[C@@H](O)COc1cccc2ccccc12,0.5727293
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,-1.03225753
Cc1ccccc1NC(=N)Nc1ccccc1C,0.791960649
C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,-0.509773514
CC(N)(C(O)=O)c1ccc(cc1)-c1nnn[nH]1,1.281286819
CN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(s1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-0.477319936
COc1ccc(CNC(=O)\C=C\c2ccc3[nH]cc(CCN(C)C)c3c2)cc1,0.700874157
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,0.205189198
CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,0.471567216
COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1,0.536753511
CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,-0.241530779
CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1)C(=O)NS(=O)(=O)C1CC1,0.571569768
CCC(O)(CC)\C=C\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,0.441960901
Cc1c(O)c(=O)ccn1C,0.72030944
CN(C)Cc1ccc(cc1)S(=O)(=O)n1ccc(c1)\C=C\C(=O)NO,-0.785664567
[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1C#N,-0.041667052
NC(=O)c1cccnc1,0.525567846
NC(=O)CN1CCCC1=O,0.134183321
CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12,0.069638065
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,0.783190266
CC(C)Nc1cc(-c2c[nH]c(c2)C(=O)N[C@H](CO)c2cccc(Cl)c2)c(Cl)cn1,-0.051861483
Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1,0.597739464
Cn1nnc2c(ncn2c1=O)C(N)=O,0.42105895
Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,0.136504776
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,-0.371889104
N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,0.6809452
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,0.171379757
CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C1)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(C)N,-0.463635264
C1CN2C[C@@H](N=C2S1)c1ccccc1,0.529889492
COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,1.058343187
CN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,0.590101753
Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,-0.300244752
CCC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]3(O)CCC(O)=O)[C@H]12,-0.132757047
C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1,-0.258434928
COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,0.082348797
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,-0.386065825
CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(O)=O,-0.089395238
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO,-1.288304211
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,-0.111677445
Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,-0.133756541
Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1,1.057674821
O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,-0.375830237
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12,0.088582813
CCN(CC)C(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2cccc(O)c12,-0.557448911
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)nc(Cl)nc12,0.706437087
C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1,-0.385789034
Nc1nc(Nc2ccccc2)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.730434414
CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O,-1.503526988
COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1,0.499394266
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O,1.376247231
OC(Cc1ccncc1)C(Cl)(Cl)Cl,-0.085519305
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,-0.660226523
CC1(OC(=CC1=O)C(O)=O)c1ccccc1,-0.060765853
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13,0.008040549
CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O,0.583430932
Clc1ccc(cc1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)c2ccccc2C1=O,0.10950244
C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,0.16454872
Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1,0.206674696
NC1CCN(C1)c1cccnc1,0.607347446
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,0.124341877
CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,-0.215486924
COc1cc(OC)c2c(c1)[nH]c(nc2=O)-c1cc(C)c(OCCO)c(C)c1,0.647960664
CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,0.086587854
OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1ccc(Nc2ccc(nc2)C(F)(F)F)cn1,-0.285215214
O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1,-0.127182614
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.216599722
CC(O)Cn1c(C)ncc1[N+]([O-])=O,-0.381360752
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,0.53715677
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-0.145894646
OCc1c[nH]c2ccccc12,0.1569964
CCCCCCCCCCCCCCOc1ccc(o1)C(O)=O,0.524532262
CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-0.228403708
Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c1ccccc1,0.376716995
CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,0.070980085
Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,0.258142162
CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F,0.346881766
CN(C)C\C=C(\c1ccc(Br)cc1)c1cccnc1,0.374299266
Nc1nc(Nc2ccc(cc2)S(N)(=O)=O)nn1C(=O)c1c(F)cccc1F,-1.050785645
COc1ccc2cccc(N3CCN(CCNC(=O)c4ccc(F)cc4)CC3)c2c1,0.397011433
COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1,-0.386103053
COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O,0.751834786
Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1,-0.113837924
OC(=O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,0.371635909
C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12,-0.279414314
CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O,0.608930616
