Drug,Y
Clc1ccc(cc1)C(OCCN1CCCCC1)c1ccccc1,-0.426464371
N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O,-0.319802597
CC(C)(C)NCC(O)c1ccccc1Cl,-0.543981192
NS(=O)(=O)C#Cc1ccccc1,-0.543426601
COC(C)(C)CCC[C@H](C)C\C=C\C(C)=C\C(=O)OC(C)C,-0.08829639
OC(=O)c1cc(Oc2ccc(cc2)[N+]([O-])=O)cc(Oc2ccc(cc2)[N+]([O-])=O)c1,-0.142710857
Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,0.109651833
CC1=C(C(c2ccc(cc2)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC1CCCCC1,-0.056361475
COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O,-0.057843632
CC1=NN(C(=O)C1=Cc1ccc(o1)-c1cc(C)c(C)cc1[N+]([O-])=O)c1ccc(cc1)C(O)=O,-0.296301288
NC(S)=NCC=C,0.487858329
COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@]2(C)CO2)cc1,-0.820929602
Cc1ncc(n1C)[N+]([O-])=O,-0.062154218
CCOC(=O)Nc1cc(nn2c(C)nnc12)-c1ccc(C)c(NS(C)(=O)=O)c1,-0.709213028
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0.025775969
COc1ccc(CCc2nc3cc(ccc3n2C[C@H](C)N2CCOCC2)-c2c(C)noc2C)cc1Cl,-0.101417048
OC(=O)CCc1nc2ccccc2[nH]1,-0.331225559
Cc1cc(=O)oc2c(C=O)c(O)ccc12,-0.592859739
COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,-0.316998381
Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F,0.745496229
Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,-0.147309082
CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc12,-0.417607099
OCc1ccccn1,-0.461999728
CC(CO)NC(=O)C1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,-0.11836521
COc1ccc(C(=O)CCC(O)=O)c2ccccc12,0.257762861
C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2OC(=O)CCC1CCCC1,0.442895833
OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,-1.368991942
COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1,0.637197362
CCCc1cc(ccn1)C(S)=N,-0.455398885
C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1,0.028451286
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.178511433
Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1,0.293973259
Nc1nc2cc(Cl)ccc2o1,0.003360922
Oc1ccc(Cl)cc1Cn1nc(oc1=O)-c1ccc(cc1)C(F)(F)F,-0.454306494
OC(=O)CCNC(=O)c1ccccc1,-0.119049787
OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1,0.104453098
Nc1ccc2cc3ccc(N)cc3nc2c1,-0.295633753
CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1,-0.423253423
CC1CC(CC(C)(C)C1)OC(=O)C(O)c1ccccc1,0.039108172
Oc1ccc(C[C@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1,-0.24108688
COc1cc(ccc1O)C(=S)N1CCOCC1,-0.118215147
Clc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2c1,-0.577972214
CCN(CC)S(=O)(=O)c1ccc(cc1)C(O)=O,-0.401035123
C(CN1CCOCC1)Oc1ccc2c(ccnc2c1)-c1c(nn2CCCc12)-c1ccccn1,0.349546402
Oc1ccc2ccccc2c1,0.188044766
OC[C@H](O)[C@H](O)[C@H](O)CO,-0.212764299
CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,-0.006660885
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,0.601156163
CCCCOc1ccc(OCCCN2CCOCC2)cc1,0.078784568
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,-0.351906883
Cc1ccccc1OCC(O)CO,0.211812752
CCC(N)C(O)c1ccc(O)c(O)c1,-0.249379024
Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1,0.232368496
COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@H](O[C@H]3[C@H](O)[C@H]2O)c2cccs2)c2cc3OCOc3cc12,-2.330894764
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.206539521
COc1ccc(cc1)-n1nc(CCC(=O)N(C)O)cc1-c1ccc(Cl)cc1,0.59126493
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,-0.174203281
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,-0.030712278
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.027801516
CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-0.114952562
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,-0.162769399
COc1cc(cc(OC)c1OC)C(=O)N1CCOCC1,-0.367993758
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-0.18645759
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0.22849618
Cn1c(COC(N)=O)ncc1[N+]([O-])=O,0.165877199
NC(=O)N1c2ccccc2CC(=O)c2ccccc12,0.302551437
O=c1[nH]c(=O)c2ccccc2o1,0.006231688
C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12,-1.393358133
NS(=O)(=O)c1ccc(cc1)C(O)=O,0.039153716
O=c1cc(oc2c(cccc12)-c1cccc2c3ccccc3sc12)N1CCOCC1,-0.513244694
Clc1ccc(cc1)C1C(=O)c2ccccc2C1=O,-0.076792002
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,-0.147444387
OC(=O)c1cc(nc2ccccc12)-c1ccccc1,-0.106919329
CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O,0.69346674
Oc1c(I)cc(c2cccnc12)S(O)(=O)=O,-0.260437573
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O,-0.096885294
OCC(O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,-0.015257564
COC(=O)C1=C(NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C)C#N,-0.211679127
CC(=O)N[C@@H](Cc1ccccc1)C(O)=O,0.169645151
OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,-0.107663437
CN(CCCOc1ccc(Cl)cc1Cl)CC#C,0.823463672
Fc1cc(cc(F)c1CN1CCOCC1)-c1cccc2ncc(nc12)-c1cnn(c1)C1CCNCC1,0.28415895
CC(=O)Nc1ccc(OC(C)=O)cc1,-0.21599208
COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12,0.198745236
CCOC(=O)COc1ccc2c(c1)oc(cc2=O)-c1ccccc1,0.089070549
COc1cc[nH]c2ncc(C(=O)C(=O)N3CCN(C[C@H]3C)C(=O)c3ccccc3)c12,0.536249393
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-0.202243183
CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,0.041439875
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.009403829
CC(C)(Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1)C(O)=O,0.467200233
O=C1NS(=O)(=O)c2ccccc12,0.10235269
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1,-0.399432759
C[C@]12CCC3C(CCc4cc(OC(=O)c5ccccc5)ccc34)C1CC[C@@H]2O,0.461564778
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,-0.694551402
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,0.46081808
CCCC[C@@H](CC)COC(=O)\C=C\c1ccc(OC)cc1,-0.382299576
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.572135464
CC(C)c1cccc(C(C)C)c1O,-0.505996745
Cc1cccc(C)c1NC1=NCCCS1,-0.088973663
CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)=O,-0.526223967
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)C(CCC3C2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,-1.784994937
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccc(F)cc1,0.245518656
OS(=O)(=O)CCS,0.072691928
Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F,0.03907012
OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,0.251679435
Nc1cc(C(Cl)=C(Cl)Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O,0.001292932
CC(C)Nc1ncccn1,0.285486138
CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@@H](CC3)OC(=O)CN)c2)C(F)(F)F)C(=O)C1,-1.196168663
Oc1c(Cl)cc(Cl)cc1NC(=O)c1c(O)c(Cl)cc(Cl)c1Cl,0.459077322
Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12,0.010933372
CNCC(O)c1ccc(O)cc1,0.227540799
C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@H]1c2ccccc2-c2ccccc2N(C)C1=O,-0.006106606
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,-0.161609764
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(O)(O)=O)c4n3)n2)cc(OC)c1OC,0.538376573
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(OCCO)cc(O)c4c3=O)-c3ccc(OCCO)c(OCCO)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.906751546
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,-0.278577159
C[C@@H]1O[C@@H](O[C@@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,-2.206456364
COc1ncc(cc1NS(=O)(=O)c1ccc(F)cc1F)-c1ccc2nccc(-c3ccnnc3)c2c1,-1.029865229
COC(=O)C(C1CCCCN1)c1ccccc1,-0.065039572
FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc3cccnc3)c2)nc1,-0.270361036
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Br)cc1,-0.99472877
C(N1CCC(CC1)n1ncc2c(nc(nc12)-c1ccc2[nH]ccc2c1)N1CCOCC1)c1cccnc1,-0.861046696
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,0.516752192
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,-1.30841658
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1,-0.060464928
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,-0.484605573
OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,0.025993946
C[C@]12CCC3C(CCc4cc(OS(O)(=O)=O)ccc34)C1CCC2=O,0.017225383
Cc1ccc(cc1NC(=O)c1cccc(NC(=O)Nc2cccc(c2)C(=O)Nc2cc(ccc2C)C(=O)Nc2ccc(c3cc(cc(c23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)c1)C(=O)Nc1ccc(c2cc(cc(c12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,-0.011048578
Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,0.021047299
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1,0.653221595
CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1,0.008224791
CC[C@H]([C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@@]3(O[C@@]4(CC[C@](C)(O4)C4CC[C@](O)(CC)[C@H](C)O4)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@H]1C)C(O)=O,-0.799071971
COc1ccc(cc1F)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)F,0.402219984
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,-0.392268344
C[C@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C1CC[C@@]21CCC(=O)O1,-0.412852261
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,-1.617435964
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-0.751830568
CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,-0.440260778
CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N1C2CCCCC2C[C@H]1C(O)=O,0.038683957
CCC1(C)CC(=O)NC1=O,0.12324863
CCC1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](OC2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@@H](C)[C@@H]2N(CCCCn3cnc(c3)-c3cccnc3)C(=O)O[C@]12C)OC,-0.437458902
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.235188505
CCN(C(=O)\C=C\C)c1ccccc1C,-0.327939876
OC[C@H](O)[C@H]1OC(=O)C(=O)C1O,-0.028316548
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,-0.417873179
CN\C(NCCSCc1csc(CN(C)C)n1)=C/[N+]([O-])=O,0.552308641
Fc1ccc(cc1)C(=O)N1CCC[C@@H](C1)c1nc(no1)-c1ccc(F)cc1,0.083853558
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0.183806697
CS(=O)(=O)N1CCc2c1nc(nc2-c1cnc(N)nc1)N1CCOCC1,-1.305288809
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.219898115
CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,-0.196072869
CCN(CC)C(=O)c1ccc(O)c(OC)c1,-0.165929789
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,-0.626078754
CCCCOC(=O)c1ccc(O)cc1,0.523219402
CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO,-0.0935292
CC(N)C(=O)Nc1c(C)cccc1C,0.252223753
NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12,-0.350505821
Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1,-0.865636275
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,-0.188315115
FC1(F)Oc2ccc(cc2O1)\C=C1/SC(=O)NC1=O,-0.192766968
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,0.001538345
CCS(=O)(=O)c1cccc(c1)-c1cc(C(=O)NC2CCN(C)CC2)c(C)c2[nH]c3ncc(C)cc3c12,-1.240590357
Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl,0.065061961
OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.467124174
COC(=O)N\N=C\c1c[n+]([O-])c2ccccc2[n+]1[O-],-0.261130532
CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,-1.543164227
Cc1nc(C)c(Cl)c(O)c1Cl,-0.239035017
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,-0.056358982
CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O,0.404993506
COc1ccc(Cc2cnc(N)nc2N)cc1OC,0.907143328
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,0.632280036
CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,0.227932631
CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(cc1)S(C)(=O)=O,-0.089998316
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.141366267
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,0.207502875
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,-0.149220553
CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1,-0.222371445
Cc1nc2C(O)CCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,0.634714175
CC(C)(C)NCC(O)COc1cccc2C(=O)CCCc12,-0.632406956
C[C@]12CCC3C(CCc4cc(OC5CCCC5)ccc34)C1CC[C@@]2(O)C#C,0.081369919
O=C1O[C@@]23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,-0.362787112
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0.00448744
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,-0.140545471
Cc1nccnc1N1CCCCC1,0.111206635
CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1,-2.52955689
CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,-0.058013025
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C,-0.160266808
CC(C)COC(=O)c1ccc(N)cc1,0.244771584
CNC(=O)Nc1ccc(cc1)-c1nc(N2CC3CCC(C2)O3)c2cnn(C3CCC4(CC3)OCCO4)c2n1,-1.923964172
CCN(CC)C(=O)c1cccc(C)c1,0.041602951
Fc1ccc(cc1)-c1ccc(\C=C2\SC(=O)NC2=O)o1,-0.063496615
CC[C@@H]([C@@H](C)CN(C)C)c1cccc(O)c1,-0.381265008
CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1,-1.187088371
CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1,0.485723841
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12,0.942145858
COc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1,0.448888428
Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12,-0.735416926
CCc1cc(ccn1)C(S)=N,0.099935172
CN1CCN(CC1)c1nc2ccccc2nc1Cl,-0.354980503
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,-0.10625572
CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H]3OC4(O[C@@H]3[C@@H]2O)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,-0.025999094
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,-0.457021728
CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(nc12)-c1csc2ccccc12,-0.344353663
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,-0.482360515
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],-0.465659048
CC(C)NCC(O)COc1cccc2[nH]ccc12,-0.507514038
CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,-0.39570664
CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC,-0.164225122
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,0.750529025
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.079394385
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1,0.931306273
CCN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C#N,0.331077935
Oc1ccc(cc1CC=C)-c1cc(CC=C)ccc1O,-0.438027448
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,-0.914979921
Clc1cccc(Cl)c1N=C1NCCN1,0.31438189
CC[Hg]Sc1ccccc1C(O)=O,0.834022257
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,0.437503985
Cc1ccc(=O)n(c1)-c1ccccc1,-0.563385747
Oc1ccc2ccccc2c1Cc1c(O)ccc2ccccc12,-0.132692723
C[C@]12CCC3C(CCC4=Cc5oncc5C[C@]34C)C1CC[C@@]2(O)C#C,-0.135610348
CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12,0.740166921
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.598781095
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,0.399443207
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,-0.695066081
Cc1cccc(Oc2cnc(=O)[nH]c2)c1,0.048442421
OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,0.363400699
CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,0.307642354
CC(C(O)=O)c1ccc2Sc3ccccc3C(=O)Cc2c1,0.467158147
Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,0.381407278
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,0.477778134
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-0.20361198
COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC,0.273052198
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO,-0.793014089
O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,-0.845343077
CCOC(=O)C1=C(C)NC(C)=C(C1c1ccccc1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,0.075901844
N#CC[C@@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,-0.533873176
CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)n(cc(C(O)=O)c2=O)-c1nccs1,0.376571257
COc1ccc2n(CCCN(C)C)cc(C3=C(C(=O)NC3=O)c3c[nH]c4ccccc34)c2c1,-0.829661856
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,-1.38736018
Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Cc2cc3OCOc3cc2C)c1Cl,0.107636851
CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1,-1.216005735
COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C,-0.280594663
CCOc1cc(ccc1OC)[C@@H](CS(C)(=O)=O)N1C(=O)c2cccc(NC(C)=O)c2C1=O,0.140443361
CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,0.075887234
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,-0.557087724
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O,0.22444
